cluster_id	action	victim_path_on_gws	quarantine_path	survivor_path	victim_score	survivor_score
892	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-09-06 v 13.28.08.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-09-06 v 13.28.08.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-09-06 v 13.28.08.png	8.0	18.0
893	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-09-26 v 13.57.33.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-09-26 v 13.57.33.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-09-26 v 13.57.33.png	8.4	18.4
894	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-09-29 v 7.34.41.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-09-29 v 7.34.41.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-09-29 v 7.34.41.png	20.4	30.4
895	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-10-02 v 9.23.01.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-10-02 v 9.23.01.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-10-02 v 9.23.01.png	7.9	17.9
896	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-10-02 v 9.23.04.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-10-02 v 9.23.04.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-10-02 v 9.23.04.png	9.5	19.5
897	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-10-07 v 13.36.13.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-10-07 v 13.36.13.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-10-07 v 13.36.13.png	8.2	18.2
898	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-10-11 v 14.03.39.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-10-11 v 14.03.39.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-10-11 v 14.03.39.png	10.0	20.0
899	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-10-11 v 14.04.23.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-10-11 v 14.04.23.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-10-11 v 14.04.23.png	9.9	19.9
900	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-10-11 v 14.06.30.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-10-11 v 14.06.30.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-10-11 v 14.06.30.png	8.9	18.9
901	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-10-11 v 14.08.42.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-10-11 v 14.08.42.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-10-11 v 14.08.42.png	9.5	19.5
902	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-10-16 v 12.59.48.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-10-16 v 12.59.48.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-10-16 v 12.59.48.png	9.0	19.0
903	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-10-23 v 10.26.11.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-10-23 v 10.26.11.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-10-23 v 10.26.11.png	8.1	18.1
904	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-10-24 v 8.25.55.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-10-24 v 8.25.55.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-10-24 v 8.25.55.png	8.8	18.8
905	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-10-24 v 8.26.04.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-10-24 v 8.26.04.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-10-24 v 8.26.04.png	8.4	18.4
906	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-10-24 v 8.26.40.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-10-24 v 8.26.40.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-10-24 v 8.26.40.png	9.3	19.3
907	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-11-04 v 8.19.17.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-11-04 v 8.19.17.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-11-04 v 8.19.17.png	9.2	19.2
908	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-11-04 v 8.19.39 (2).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-11-04 v 8.19.39 (2).png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-11-04 v 8.19.39 (2).png	12.8	22.8
909	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-11-04 v 8.19.39.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-11-04 v 8.19.39.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-11-04 v 8.19.39.png	8.4	18.4
910	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-11-04 v 8.27.04 (2).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-11-04 v 8.27.04 (2).png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-11-04 v 8.27.04 (2).png	12.9	22.9
911	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-11-04 v 8.27.04.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-11-04 v 8.27.04.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-11-04 v 8.27.04.png	24.5	34.5
912	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-07 v 11.38.40.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-07 v 11.38.40.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-07 v 11.38.40.png	16.7	26.7
913	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-07 v 11.41.54.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-07 v 11.41.54.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-07 v 11.41.54.png	22.3	32.3
914	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-07 v 11.42.27.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-07 v 11.42.27.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-07 v 11.42.27.png	21.7	31.7
915	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-09 v 14.05.29.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-09 v 14.05.29.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-09 v 14.05.29.png	10.9	20.9
916	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-09 v 14.15.17.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-09 v 14.15.17.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-09 v 14.15.17.png	13.2	23.2
917	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-10 v 14.19.27.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-10 v 14.19.27.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-10 v 14.19.27.png	11.1	21.1
918	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-10 v 14.55.24.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-10 v 14.55.24.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-10 v 14.55.24.png	15.4	25.4
919	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-10 v 14.56.03.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-10 v 14.56.03.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-10 v 14.56.03.png	10.4	20.4
920	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-10 v 15.18.27.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-10 v 15.18.27.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-10 v 15.18.27.png	11.3	21.3
921	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-10 v 9.50.00.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-10 v 9.50.00.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-10 v 9.50.00.png	10.6	20.6
922	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-11 v 12.14.24.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-11 v 12.14.24.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-11 v 12.14.24.png	14.0	24.0
923	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-11 v 7.45.25.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-11 v 7.45.25.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-11 v 7.45.25.png	11.2	21.2
924	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-12 v 11.14.38.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-12 v 11.14.38.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-12 v 11.14.38.png	9.4	19.4
925	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-12-12 v 11.32.35.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-12-12 v 11.32.35.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-12 v 11.32.35.png	8.6	18.6
926	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-12 v 11.32.44.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-12 v 11.32.44.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-12 v 11.32.44.png	9.5	19.5
927	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-15 v 13.22.41.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-15 v 13.22.41.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-15 v 13.22.41.png	9.1	19.1
928	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-15 v 14.41.30.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-15 v 14.41.30.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-15 v 14.41.30.png	8.3	18.3
929	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-15 v 8.30.10.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-15 v 8.30.10.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-15 v 8.30.10.png	9.6	19.6
930	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-15 v 9.00.57.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-15 v 9.00.57.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-15 v 9.00.57.png	9.4	19.4
931	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-12-16 v 7.44.53.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-12-16 v 7.44.53.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-16 v 7.44.53.png	12.5	22.5
932	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-12-16 v 8.22.43.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-12-16 v 8.22.43.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-16 v 8.22.43.png	8.6	18.6
933	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-12-17 v 10.07.56.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-12-17 v 10.07.56.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-17 v 10.07.56.png	8.8	18.8
934	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-17 v 12.46.30.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-17 v 12.46.30.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-17 v 12.46.30.png	10.0	20.0
935	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-12-18 v 14.16.27.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Pictures/printscreens/Snímek obrazovky 2025-12-18 v 14.16.27.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-18 v 14.16.27.png	8.4	18.4
936	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-18 v 14.17.28.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-18 v 14.17.28.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-18 v 14.17.28.png	10.0	20.0
937	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-18 v 14.30.53.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-18 v 14.30.53.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-18 v 14.30.53.png	9.8	19.8
938	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-18 v 8.37.03.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-18 v 8.37.03.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-18 v 8.37.03.png	10.9	20.9
939	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-19 v 11.59.49.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-19 v 11.59.49.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-19 v 11.59.49.png	10.0	20.0
940	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-19 v 12.00.13.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-19 v 12.00.13.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-19 v 12.00.13.png	10.3	20.3
941	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-19 v 15.06.45.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-19 v 15.06.45.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-19 v 15.06.45.png	9.8	19.8
942	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-22 v 8.55.20.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-22 v 8.55.20.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-22 v 8.55.20.png	8.9	18.9
943	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2025-12-23 v 9.46.56.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2025-12-23 v 9.46.56.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2025-12-23 v 9.46.56.png	11.5	21.5
944	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-04 v 0.41.46.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-04 v 0.41.46.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-04 v 0.41.46.png	15.0	25.0
945	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-04 v 0.42.00.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-04 v 0.42.00.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-04 v 0.42.00.png	10.8	20.8
946	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-06 v 10.18.21.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-06 v 10.18.21.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-06 v 10.18.21.png	7.9	17.9
947	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-06 v 12.19.14.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-06 v 12.19.14.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-06 v 12.19.14.png	8.8	18.8
948	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-06 v 12.42.18.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-06 v 12.42.18.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-06 v 12.42.18.png	9.0	19.0
949	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-06 v 9.20.53.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-06 v 9.20.53.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-06 v 9.20.53.png	8.0	18.0
950	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-07 v 13.02.27.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-07 v 13.02.27.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-07 v 13.02.27.png	9.8	19.8
951	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-07 v 7.50.53.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-07 v 7.50.53.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-07 v 7.50.53.png	16.0	26.0
952	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-08 v 14.01.33 (2).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-08 v 14.01.33 (2).png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-08 v 14.01.33 (2).png	12.7	22.7
953	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-08 v 14.01.33.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-08 v 14.01.33.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-08 v 14.01.33.png	25.0	35.0
954	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-08 v 14.09.17.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-08 v 14.09.17.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-08 v 14.09.17.png	8.8	18.8
955	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-08 v 7.43.43.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-08 v 7.43.43.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-08 v 7.43.43.png	9.3	19.3
956	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-08 v 8.33.02.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-08 v 8.33.02.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-08 v 8.33.02.png	10.1	20.1
957	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-09 v 12.56.50.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-09 v 12.56.50.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-09 v 12.56.50.png	10.8	20.8
958	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-09 v 12.56.57.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-09 v 12.56.57.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-09 v 12.56.57.png	8.2	18.2
959	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-09 v 7.08.19.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-09 v 7.08.19.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-09 v 7.08.19.png	8.4	18.4
960	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-09 v 7.25.29.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-09 v 7.25.29.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-09 v 7.25.29.png	7.7	17.7
961	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-09 v 7.48.09.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-09 v 7.48.09.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-09 v 7.48.09.png	8.3	18.3
962	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-09 v 7.52.06.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-09 v 7.52.06.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-09 v 7.52.06.png	9.7	19.7
963	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-12 v 13.20.49.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-12 v 13.20.49.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-12 v 13.20.49.png	8.2	18.2
964	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Snímek obrazovky 2026-01-12 v 23.02.35.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Snímek obrazovky 2026-01-12 v 23.02.35.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-01-12 v 23.02.35.png	9.6	19.6
