cluster_id	action	victim_path_on_gws	quarantine_path	survivor_path	victim_score	survivor_score
319	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG-20201001-WA0011.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG-20201001-WA0011.jpg	gws-backup:GML-Consolidated/unknown/00/IMG-20201001-WA0011.jpg	-4.6	5.4
320	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG-20201001-WA0012.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG-20201001-WA0012.jpg	gws-backup:GML-Consolidated/unknown/00/IMG-20201001-WA0012.jpg	-4.6	5.4
321	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG-20201001-WA0013.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG-20201001-WA0013.jpg	gws-backup:GML-Consolidated/unknown/00/IMG-20201001-WA0013.jpg	-4.6	5.4
322	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG-20201001-WA0014.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG-20201001-WA0014.jpg	gws-backup:GML-Consolidated/unknown/00/IMG-20201001-WA0014.jpg	-4.6	5.4
323	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG-20201001-WA0015.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG-20201001-WA0015.jpg	gws-backup:GML-Consolidated/unknown/00/IMG-20201001-WA0015.jpg	-4.6	5.4
324	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG-20201001-WA0016.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG-20201001-WA0016.jpg	gws-backup:GML-Consolidated/unknown/00/IMG-20201001-WA0016.jpg	-4.6	5.4
325	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG-20201001-WA0017.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG-20201001-WA0017.jpg	gws-backup:GML-Consolidated/unknown/00/IMG-20201001-WA0017.jpg	-4.6	5.4
326	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG-20201123-WA0008.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG-20201123-WA0008.jpg	gws-backup:GML-Consolidated/unknown/00/IMG-20201123-WA0008.jpg	-3.3	6.7
327	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20190503_193008.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20190503_193008.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20190503_193008.jpg	34.3	44.3
328	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20190503_193014.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20190503_193014.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20190503_193014.jpg	34.3	44.3
329	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20190503_193020.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20190503_193020.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20190503_193020.jpg	34.3	44.3
330	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20190503_193029.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20190503_193029.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20190503_193029.jpg	34.3	44.3
331	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/NewDoc 119_1.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/NewDoc 119_1.jpg	gws-backup:GML-Consolidated/unknown/00/NewDoc 119_1.jpg	-2.9	7.1
332	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/NewDoc 119_2.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/NewDoc 119_2.jpg	gws-backup:GML-Consolidated/unknown/00/NewDoc 119_2.jpg	-3.0	7.0
333	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/NewDoc 119_3.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/NewDoc 119_3.jpg	gws-backup:GML-Consolidated/unknown/00/NewDoc 119_3.jpg	-2.7	7.3
334	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838917.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838917.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838917.jpg	53.8	63.8
335	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838921.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838921.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838921.jpg	57.2	67.2
336	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838925.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838925.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838925.jpg	57.2	67.2
337	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838930.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838930.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838930.jpg	57.5	67.5
338	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838934.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838934.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838934.jpg	58.6	68.6
339	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838937.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838937.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838937.jpg	58.4	68.4
340	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838940.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838940.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838940.jpg	57.3	67.3
341	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838942.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838942.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838942.jpg	57.3	67.3
342	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838945.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838945.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838945.jpg	57.1	67.1
343	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838948.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838948.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838948.jpg	57.8	67.8
344	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838950.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838950.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838950.jpg	56.8	66.8
345	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838953.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838953.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838953.jpg	58.2	68.2
346	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838955.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838955.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838955.jpg	58.1	68.1
347	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/1617307838958.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/1617307838958.jpg	gws-backup:GML-Consolidated/unknown/00/1617307838958.jpg	58.0	68.0
348	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/díl k náhradě.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/díl k náhradě.jpg	gws-backup:GML-Consolidated/unknown/00/díl k náhradě.jpg	-4.4	5.6
349	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/podpis.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/podpis.jpg	gws-backup:GML-Consolidated/unknown/00/podpis.jpg	-0.8	9.2
350	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/prodej podílu.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/prodej podílu.jpg	gws-backup:GML-Consolidated/unknown/00/prodej podílu.jpg	31.4	41.4
351	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/unknown/00/IMG_3441.heic	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/unknown/00/IMG_3441.heic	gws-backup:GML-Consolidated/2026/03/IMG_3441.heic	52.0	64.2
352	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/unknown/00/IMG_4823.heic	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/unknown/00/IMG_4823.heic	gws-backup:GML-Consolidated/2026/03/IMG_4823.heic	52.1	64.3
353	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/unknown/00/IMG_4824.heic	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/unknown/00/IMG_4824.heic	gws-backup:GML-Consolidated/2026/03/IMG_4824.heic	52.1	64.3
354	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Podstatná jména - rody (16. 4. 2020 15:57:12).jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Podstatná jména - rody (16. 4. 2020 15:57:12).jpeg	gws-backup:GML-Consolidated/unknown/00/Podstatná jména - rody (16. 4. 2020 15:57:12).jpeg	61.4	71.4
355	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Slovní úlohy (26. 3. 2020 12:49:52).jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Slovní úlohy (26. 3. 2020 12:49:52).jpeg	gws-backup:GML-Consolidated/unknown/00/Slovní úlohy (26. 3. 2020 12:49:52).jpeg	61.3	71.3
356	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/hala (1).jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/hala (1).jpg	gws-backup:GML-Consolidated/unknown/00/hala (1).jpg	-3.5	6.5
357	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/nova_exe1.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/nova_exe1.jpeg	gws-backup:GML-Consolidated/unknown/00/nova_exe1.jpeg	4.4	14.4
358	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/nova_exe2.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/nova_exe2.jpeg	gws-backup:GML-Consolidated/unknown/00/nova_exe2.jpeg	4.4	14.4
359	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/platby_Fú.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/platby_Fú.jpeg	gws-backup:GML-Consolidated/unknown/00/platby_Fú.jpeg	4.0	14.0
360	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/platby_dph1.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/platby_dph1.jpeg	gws-backup:GML-Consolidated/unknown/00/platby_dph1.jpeg	4.1	14.1
361	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/platby_dph2.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/platby_dph2.jpeg	gws-backup:GML-Consolidated/unknown/00/platby_dph2.jpeg	4.0	14.0
362	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/raif_2.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/raif_2.jpeg	gws-backup:GML-Consolidated/unknown/00/raif_2.jpeg	4.5	14.5
363	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/raif_3.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/raif_3.jpeg	gws-backup:GML-Consolidated/unknown/00/raif_3.jpeg	4.3	14.3
364	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/raif_4.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/raif_4.jpeg	gws-backup:GML-Consolidated/unknown/00/raif_4.jpeg	4.3	14.3
365	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/raif_5.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/raif_5.jpeg	gws-backup:GML-Consolidated/unknown/00/raif_5.jpeg	4.2	14.2
366	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/raif_7.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/raif_7.jpeg	gws-backup:GML-Consolidated/unknown/00/raif_7.jpeg	4.7	14.7
367	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2020-06-18 15-20-01.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2020-06-18 15-20-01.png	gws-backup:GML-Consolidated/unknown/00/2020-06-18 15-20-01.png	-1.4	8.6
368	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2020-10-21 20-26-07.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2020-10-21 20-26-07.jpeg	gws-backup:GML-Consolidated/unknown/00/2020-10-21 20-26-07.jpeg	41.9	51.9
369	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2020-10-27 11-20-50.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2020-10-27 11-20-50.jpeg	gws-backup:GML-Consolidated/unknown/00/2020-10-27 11-20-50.jpeg	-2.7	7.3
370	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2020-11-28 08-30-12.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2020-11-28 08-30-12.jpeg	gws-backup:GML-Consolidated/unknown/00/2020-11-28 08-30-12.jpeg	-2.0	8.0
371	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2020-11-28 08-32-27.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2020-11-28 08-32-27.jpeg	gws-backup:GML-Consolidated/unknown/00/2020-11-28 08-32-27.jpeg	-2.0	8.0
372	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-01-04 23-42-16.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-01-04 23-42-16.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-01-04 23-42-16.jpeg	-2.9	7.1
373	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-01-10 21-21-56.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-01-10 21-21-56.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-01-10 21-21-56.jpeg	42.8	52.8
374	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-02-10 13-37-57.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-02-10 13-37-57.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-02-10 13-37-57.jpeg	1.0	11.0
375	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-03-03 15-59-03 (2).jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-03-03 15-59-03 (2).jpeg	gws-backup:GML-Consolidated/unknown/00/2021-03-03 15-59-03 (2).jpeg	-2.8	7.2
376	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-03-03 15-59-03.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-03-03 15-59-03.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-03-03 15-59-03.jpeg	-2.8	7.2
377	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-04-09 10-13-45.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-04-09 10-13-45.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-04-09 10-13-45.jpeg	-1.8	8.2
378	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-05-29 14-05-13.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-05-29 14-05-13.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-05-29 14-05-13.jpeg	47.8	57.8
379	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-06-23 14-19-17.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-06-23 14-19-17.png	gws-backup:GML-Consolidated/unknown/00/2021-06-23 14-19-17.png	2.5	12.5
380	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-07-14 14-47-19.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-07-14 14-47-19.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-07-14 14-47-19.jpeg	-2.9	7.1
381	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-08-24 21-50-06.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-08-24 21-50-06.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-08-24 21-50-06.jpeg	3.4	13.4
382	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-08-25 08-08-36.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-08-25 08-08-36.png	gws-backup:GML-Consolidated/unknown/00/2021-08-25 08-08-36.png	3.4	13.4
383	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-08-25 08-09-31.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-08-25 08-09-31.png	gws-backup:GML-Consolidated/unknown/00/2021-08-25 08-09-31.png	2.6	12.6
384	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-08-25 08-11-05.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-08-25 08-11-05.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-08-25 08-11-05.jpeg	3.4	13.4
385	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-08-25 08-11-14.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-08-25 08-11-14.png	gws-backup:GML-Consolidated/unknown/00/2021-08-25 08-11-14.png	2.2	12.2
386	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-08-25 08-11-28.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-08-25 08-11-28.png	gws-backup:GML-Consolidated/unknown/00/2021-08-25 08-11-28.png	2.8	12.8
387	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-08-25 08-11-56.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-08-25 08-11-56.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-08-25 08-11-56.jpeg	3.4	13.4
388	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-08-25 08-27-00.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-08-25 08-27-00.png	gws-backup:GML-Consolidated/unknown/00/2021-08-25 08-27-00.png	3.3	13.3
389	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-08-25 08-27-36.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-08-25 08-27-36.png	gws-backup:GML-Consolidated/unknown/00/2021-08-25 08-27-36.png	3.5	13.5
390	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-08-25 08-28-41.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-08-25 08-28-41.png	gws-backup:GML-Consolidated/unknown/00/2021-08-25 08-28-41.png	3.7	13.7
391	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-08-25 08-33-55.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-08-25 08-33-55.png	gws-backup:GML-Consolidated/unknown/00/2021-08-25 08-33-55.png	3.4	13.4
392	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-08-25 08-36-26.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-08-25 08-36-26.png	gws-backup:GML-Consolidated/unknown/00/2021-08-25 08-36-26.png	3.2	13.2
393	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-08-25 08-37-20.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-08-25 08-37-20.png	gws-backup:GML-Consolidated/unknown/00/2021-08-25 08-37-20.png	3.6	13.6
394	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-09-15 14-35-40.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-09-15 14-35-40.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-09-15 14-35-40.jpeg	41.4	51.4
395	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-09-15 14-35-56.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-09-15 14-35-56.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-09-15 14-35-56.jpeg	42.1	52.1
396	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-09-16 14-46-34.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-09-16 14-46-34.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-09-16 14-46-34.jpeg	-1.1	8.9
397	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-09-25 11-05-25.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-09-25 11-05-25.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-09-25 11-05-25.jpeg	3.7	13.7
398	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-09-25 11-08-36.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/pcloud/Automatic Upload/Marek - iPhone/2021-09-25 11-08-36.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-09-25 11-08-36.jpeg	3.7	13.7
399	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-09-25 11-09-08.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-09-25 11-09-08.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-09-25 11-09-08.jpeg	3.7	13.7
400	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-10-19 12-58-20.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-10-19 12-58-20.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-10-19 12-58-20.jpeg	1.0	11.0
401	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-10-20 09-51-17.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-10-20 09-51-17.png	gws-backup:GML-Consolidated/unknown/00/2021-10-20 09-51-17.png	1.9	11.9
402	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-10-20 09-51-51.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-10-20 09-51-51.png	gws-backup:GML-Consolidated/unknown/00/2021-10-20 09-51-51.png	1.9	11.9
403	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-10-20 09-52-57.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-10-20 09-52-57.png	gws-backup:GML-Consolidated/unknown/00/2021-10-20 09-52-57.png	1.9	11.9
404	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-10-27 19-15-29.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-10-27 19-15-29.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-10-27 19-15-29.jpeg	3.5	13.5
405	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-11-02 15-21-52.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-11-02 15-21-52.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-11-02 15-21-52.jpeg	3.5	13.5
406	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-11-10 11-17-00.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-11-10 11-17-00.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-11-10 11-17-00.jpeg	65.8	75.8
407	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-11-10 11-46-56.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-11-10 11-46-56.png	gws-backup:GML-Consolidated/unknown/00/2021-11-10 11-46-56.png	2.2	12.2
408	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-11-11 12-19-20.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-11-11 12-19-20.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-11-11 12-19-20.jpeg	66.3	76.3
409	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/2021-11-11 12-40-20.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/2021-11-11 12-40-20.jpeg	gws-backup:GML-Consolidated/unknown/00/2021-11-11 12-40-20.jpeg	67.3	77.3
